AddressID	AddressType	PersonID	Country	State	City	Street	Floor	Unit
742	Main	642.0	US	Pennsylvania	Pittsburgh	2734 Meadow Valley Way		Apt 215
743	Main	643.0	US	Pennsylvania	Pittsburgh	138 Susan Way		Apt 793
744	Main	644.0	US	Pennsylvania	Allentown	71 Messerschmidt Pass		Apt 929
745	Main	645.0	US	Pennsylvania	Pittsburgh	36762 Eastwood Pass		Apt 1951
746	Main	646.0	US	Pennsylvania	Wilkes Barre	16569 East Avenue		
747	Secondary	647.0	US	New Mexico	Albuquerque	3859 Di Loreto Street	19.0	
748	Main	647.0	US	Pennsylvania	Lancaster	Suite 63		
749	Main	648.0	US	Pennsylvania	Philadelphia	59 3rd Parkway		
750	Main	649.0	US	Pennsylvania	Wilkes Barre	9940 Welch Court		
751	Main	650.0	US	Pennsylvania	Levittown	56856 La Follette Way		Room 1058
752	Main	651.0	US	Pennsylvania	Philadelphia	6752 Badeau Park		
753	Main	652.0	US	Pennsylvania	Pittsburgh	69 Farragut Way		Room 1070
754	Secondary	653.0	US	Virginia	Richmond	0 Mallory Avenue		Room 624
755	Main	653.0	US	Pennsylvania	Pittsburgh	53 Thompson Lane		
756	Main	654.0	US	Pennsylvania	Philadelphia	6 Carpenter Road		
757	Secondary	655.0	US	Missouri	Kansas City	74020 Riverside Park		Room 747
758	Main	655.0	US	Pennsylvania	New Castle	046 Canary Lane		Apt 822
759	Secondary	656.0	US	West Virginia	Charleston	92771 Laurel Court		Suite 72
760	Main	656.0	US	Pennsylvania	Pittsburgh	94326 Anhalt Pass		
761	Main	657.0	US	Rhode Island	Providence	6196 Hallows Avenue		
762	Secondary	658.0	US	Texas	San Antonio	88193 Sachtjen Alley		Apt 1954
763	Main	658.0	US	South Carolina	Columbia	25 Mandrake Place		
764	Main	659.0	US	South Carolina	Columbia	5226 Kensington Trail		Apt 1818
765	Main	660.0	US	South Carolina	Greenville	27238 Di Loreto Crossing		
766	Main	661.0	US	South Carolina	Greenville	51 Coleman Place		
767	Main	662.0	US	South Carolina	Spartanburg	33699 Artisan Pass		
768	Main	663.0	US	South Carolina	Anderson	09 Maywood Lane		
769	Main	664.0	US	South Carolina	Columbia	99155 North Point		
770	Main	665.0	US	South Carolina	Florence	60000 Farmco Alley		Apt 849
771	Secondary	666.0	US	Idaho	Boise	7 Nelson Plaza		Apt 1283
772	Main	666.0	US	South Carolina	Columbia	95 Moland Street		
773	Main	667.0	US	South Carolina	Florence	54287 Hudson Place		
774	Main	668.0	US	South Dakota	Sioux Falls	5470 Oneill Way		
775	Main	669.0	US	Tennessee	Memphis	74071 Waxwing Road		
776	Main	670.0	US	Tennessee	Chattanooga	90 Riverside Junction		
777	Main	671.0	US	Tennessee	Knoxville	20516 Mifflin Pass		
779	Secondary	672.0	US	Washington	Olympia	30 Union Avenue		Apt 1155
780	Main	672.0	US	Tennessee	Memphis	6 Schiller Alley		
781	Main	673.0	US	Tennessee	Memphis	2362 Canary Center		
782	Main	674.0	US	Tennessee	Knoxville	5995 Vermont Drive		
783	Main	675.0	US	Tennessee	Nashville	23745 Knutson Court		
784	Main	676.0	US	Tennessee	Memphis	533 Orin Road		
785	Main	677.0	US	Tennessee	Memphis	7604 Autumn Leaf Parkway		Apt 287
786	Main	678.0	US	Tennessee	Knoxville	83062 Bartillon Crossing		
787	Secondary	679.0	US	New York	Buffalo	10515 Golf View Center		Suite 39
788	Main	679.0	US	Tennessee	Knoxville	986 Troy Center		
789	Main	680.0	US	Texas	Denton	23 Bunker Hill Circle		
790	Secondary	681.0	US	Georgia	Marietta	500 Valley Edge Lane	6.0	
791	Main	681.0	US	Texas	Fort Worth	36 Namekagon Plaza		
792	Main	682.0	US	Texas	El Paso	962 Loeprich Lane		Apt 712
793	Main	683.0	US	Texas	El Paso	136 Memorial Lane		
794	Main	684.0	US	Texas	El Paso	3 Warner Plaza		
795	Main	685.0	US	Texas	Denton	92596 Namekagon Road		Apt 1976
796	Main	686.0	US	Texas	Corpus Christi	4429 Esker Trail		Apt 1795
797	Main	687.0	US	Texas	Corpus Christi	27679 Arapahoe Pass		Room 1054
798	Main	688.0	US	Texas	Houston	5 Butterfield Circle		
799	Main	689.0	US	Texas	Houston	3984 Crownhardt Circle		Apt 1792
800	Main	690.0	US	Texas	Lubbock	3190 Thierer Trail		Apt 559
801	Main	691.0	US	Texas	Austin	1647 School Court		Apt 514
802	Main	692.0	US	Texas	Houston	548 Parkside Avenue		Room 1107
803	Main	693.0	US	Texas	Houston	8935 Sundown Parkway		
804	Main	694.0	US	Texas	Austin	3815 Colorado Lane		Apt 888
805	Main	695.0	US	Texas	Dallas	18 3rd Street		
806	Main	696.0	US	Texas	El Paso	59415 Dapin Junction		
807	Main	697.0	US	Texas	Dallas	65918 Delladonna Road		Room 1024
808	Main	698.0	US	Texas	San Antonio	566 Thierer Street		
809	Main	699.0	US	Texas	College Station	7054 Hoffman Way		
810	Main	700.0	US	Texas	El Paso	3 Calypso Drive		Apt 674
812	Secondary	701.0	US	Mississippi	Jackson	5919 Anthes Drive	13.0	
813	Main	701.0	US	Texas	Amarillo	8404 Shelley Point		Apt 407
814	Main	702.0	US	Texas	El Paso	328 Tennessee Terrace		Room 1038
815	Main	703.0	US	Texas	El Paso	3 Waywood Alley		Apt 88
816	Main	704.0	US	Texas	Austin	63000 Scoville Park		
817	Secondary	705.0	US	Michigan	Dearborn	9020 Johnson Parkway		
818	Main	705.0	US	Texas	Austin	8 Loeprich Center		
819	Secondary	706.0	US	Oklahoma	Tulsa	63 Waxwing Point		Room 380
820	Main	706.0	US	Texas	Houston	0657 Dayton Crossing		Apt 743
821	Main	707.0	US	Texas	Denton	628 Emmet Crossing		Apt 463
822	Secondary	708.0	US	Georgia	Atlanta	6 Butterfield Park		
823	Main	708.0	US	Texas	Houston	0976 Shelley Drive		Apt 456
824	Main	709.0	US	Texas	Arlington	880 Forest Run Crossing		
825	Main	710.0	US	Texas	Dallas	8 Lunder Avenue		Apt 537
826	Main	711.0	US	Texas	Corpus Christi	60650 Oak Valley Terrace		Apt 94
827	Secondary	712.0	US	Georgia	Savannah	4858 Maple Circle		Apt 508
828	Main	712.0	US	Texas	Houston	72241 Saint Paul Junction		
829	Main	713.0	US	Texas	Arlington	106 Ridgeway Point		Apt 269
830	Main	714.0	US	Texas	Lubbock	153 Chive Junction		Apt 52
831	Main	715.0	US	Texas	Amarillo	99106 Alpine Avenue		
832	Main	716.0	US	Texas	Houston	0 Marcy Crossing		Room 1181
833	Main	717.0	US	Texas	Houston	2302 Claremont Lane		
834	Main	718.0	US	Texas	San Antonio	4970 Clarendon Avenue		
835	Main	719.0	US	Texas	Houston	839 Schurz Park		
836	Secondary	720.0	US	California	Sacramento	79 Bonner Point		Apt 357
837	Main	720.0	US	Texas	Abilene	62 Sommers Hill		Apt 1869
838	Main	721.0	US	Texas	El Paso	26 Reinke Place		
839	Main	722.0	US	Texas	Fort Worth	1957 John Wall Park		
840	Main	723.0	US	Texas	Longview	6 Namekagon Court		
841	Main	724.0	US	Texas	Corpus Christi	83162 Pearson Parkway		Apt 286
842	Secondary	725.0	US	Maryland	Baltimore	06 Crescent Oaks Way	19.0	
843	Main	725.0	US	Texas	Arlington	42 Autumn Leaf Lane		Apt 678
844	Main	726.0	US	Texas	Austin	0736 Waxwing Crossing		
845	Main	727.0	US	Texas	Houston	0 Arapahoe Crossing		Apt 650
846	Main	728.0	US	Texas	San Antonio	4416 Fisk Plaza		Room 1127
847	Main	729.0	US	Texas	Houston	02 Fremont Place		Apt 183
848	Main	730.0	US	Texas	Fort Worth	41 American Ash Road		Apt 1826
849	Main	731.0	US	Texas	Dallas	19		
850	Main	732.0	US	Texas	Conroe	94481 Dawn Parkway		
851	Main	733.0	US	Texas	Wichita Falls	7 Eliot Avenue		
852	Main	734.0	US	Texas	San Antonio	831 Chinook Circle		Apt 723
853	Main	735.0	US	Texas	Austin	1 Arizona Drive		
854	Main	736.0	US	Texas	Houston	0925 Canary Hill		
855	Secondary	737.0	US	Utah	Salt Lake City	9 Clarendon Hill	9.0	
856	Main	737.0	US	Texas	Denton	5334 Park Meadow Circle		
857	Main	738.0	US	Texas	Houston	03 Bobwhite Junction		Apt 1780
858	Main	739.0	US	Texas	San Antonio	9 Waywood Plaza		
859	Main	740.0	US	Texas	Dallas	8995 Eggendart Drive		Apt 9
860	Main	741.0	US	Texas	Fort Worth	45 Steensland Court		
861	Main	742.0	US	Texas	Houston	8198 High Crossing Court		Apt 83
862	Main	743.0	US	Texas	Dallas	80 Colorado Junction		
863	Main	744.0	US	Texas	Amarillo	8 Hoard Plaza		Room 1004
864	Main	745.0	US	Texas	Abilene	5945 Orin Circle		Apt 202
865	Main	746.0	US	Texas	Denton	06 Ryan Crossing		
866	Main	747.0	US	Texas	El Paso	4 Buena Vista Park		Apt 616
867	Main	748.0	US	Texas	Lubbock	372 Mcbride Center		
868	Main	749.0	US	Texas	Houston	0 Springs Trail		
869	Secondary	750.0	US	District of Columbia	Washington	693 Morningstar Plaza		
870	Main	750.0	US	Texas	El Paso	3592 6th Way		Apt 660
871	Main	751.0	US	Texas	Corpus Christi	3 Mcbride Hill		Apt 541
872	Main	752.0	US	Texas	Arlington	3 Miller Street		Apt 284
873	Main	753.0	US	Texas	Fort Worth	7448 Valley Edge Junction		Room 1064
874	Main	754.0	US	Texas	Fort Worth	04 Garrison Place		
875	Main	755.0	US	Texas	Houston	7409 Transport Parkway		
876	Main	756.0	US	Texas	Fort Worth	73 Green Ridge Court		
877	Main	757.0	US	Utah	Salt Lake City	7199 Judy Way		
878	Secondary	758.0	US	Georgia	Atlanta	9 Thackeray Parkway	15.0	
879	Main	758.0	US	Utah	Salt Lake City	8789 Di Loreto Parkway		Apt 255
880	Main	759.0	US	Utah	Salt Lake City	66 Hermina Alley		
881	Main	760.0	US	Utah	Salt Lake City	7008 Schmedeman Street		Apt 20
882	Main	761.0	US	Utah	Sandy	6414 Straubel Road		
883	Main	762.0	US	Utah	Salt Lake City	3 Muir Crossing		Apt 1772
884	Main	763.0	US	Utah	Salt Lake City	2 School Way		Apt 1824
885	Secondary	764.0	US	California	Oakland	1 Stone Corner Parkway		
886	Main	764.0	US	Utah	Salt Lake City	697 Bay Pass		
887	Main	765.0	US	Utah	Salt Lake City	67 Oxford Circle		
888	Secondary	766.0	US	Michigan	Troy	41 Dawn Drive		
889	Main	766.0	US	Virginia	Roanoke	1 Calypso Point		
890	Main	767.0	US	Virginia	Richmond	77 Bobwhite Alley		
891	Main	768.0	US	Virginia	Roanoke	3 Westridge Road		Room 1092
892	Main	769.0	US	Virginia	Richmond	75882 Butternut Alley		Apt 853
893	Main	770.0	US	Virginia	Charlottesville	07 Tony Road		Apt 1879
894	Main	771.0	US	Virginia	Manassas	52 Petterle Alley		
895	Main	772.0	US	Virginia	Fredericksburg	33 Bashford Plaza		
896	Main	773.0	US	Virginia	Richmond	PO Box 42908		
897	Main	774.0	US	Virginia	Norfolk	56 Crescent Oaks Park		
898	Main	775.0	US	Virginia	Fairfax	0282 Dunning Hill		
899	Secondary	776.0	US	California	Santa Rosa	1270 Stoughton Road		Room 1252
900	Main	776.0	US	Virginia	Roanoke	6880 Barnett Pass		
901	Main	777.0	US	Virginia	Norfolk	88 Badeau Park		
902	Main	778.0	US	Virginia	Arlington	28 Troy Drive		
903	Main	779.0	US	Virginia	Manassas	633 Westridge Street		
904	Main	780.0	US	Virginia	Manassas	40588 Chinook Street		
905	Main	781.0	US	Virginia	Dulles	12934 Sherman Terrace		
906	Main	782.0	US	Virginia	Roanoke	7 Marcy Place		
907	Main	783.0	US	Virginia	Roanoke	17 Blaine Circle		
908	Main	784.0	US	Virginia	Chesapeake	00 Main Terrace		Apt 215
909	Main	785.0	US	Virginia	Richmond	6160 Fallview Park		Apt 559
910	Main	786.0	US	Virginia	Sterling	716 Coleman Parkway		
911	Main	787.0	US	Virginia	Roanoke	7559 Spohn Alley		
912	Main	788.0	US	Virginia	Richmond	70938 Muir Avenue		
913	Main	789.0	US	Virginia	Richmond	6 Lukken Circle		
914	Main	790.0	US	Virginia	Alexandria	377 Scott Terrace		
915	Main	791.0	US	Virginia	Manassas	2 Dorton Court		
916	Main	792.0	US	Virginia	Richmond	2277 Dottie Center		Apt 391
917	Main	793.0	US	Virginia	Charlottesville	400 Miller Drive		Apt 1837
918	Main	794.0	US	Virginia	Roanoke	321 Kim Avenue		Apt 691
919	Main	795.0	US	Virginia	Roanoke	37 Clyde Gallagher Road		
920	Main	796.0	US	Virginia	Fredericksburg	9921 Merry Park		Apt 963
921	Main	797.0	US	Washington	Seattle	30494 Pankratz Center		
922	Main	798.0	US	Washington	Seattle	2329 Schurz Junction		Apt 444
923	Main	799.0	US	Washington	Tacoma	2690 Springs Court		
924	Main	800.0	US	Washington	Tacoma	526 Cherokee Avenue		
925	Main	801.0	US	Washington	Seattle	89169 Blaine Junction		Apt 846
926	Main	802.0	US	Washington	Seattle	43541 Bultman Center		
927	Main	803.0	US	Washington	Seattle	08359 Ruskin Crossing		Apt 425
928	Main	804.0	US	Washington	Tacoma	668 Delaware Hill		
929	Main	805.0	US	Washington	Spokane	30 Fairfield Alley		
930	Secondary	806.0	US	California	Sacramento	1 International Point	1.0	
931	Main	806.0	US	Washington	Seattle	9834 Shasta Terrace		Apt 654
932	Main	807.0	US	Washington	Seattle	9 Lake View Crossing		
933	Main	808.0	US	Washington	Spokane	16 Cascade Hill		Apt 274
934	Main	809.0	US	West Virginia	Huntington	08 Helena Street		
935	Main	810.0	US	West Virginia	Huntington	8 Nelson Avenue		
936	Main	811.0	US	West Virginia	Charleston	46 Bluejay Terrace		
937	Main	812.0	US	West Virginia	Huntington	47 Myrtle Drive		
938	Main	813.0	US	West Virginia	Huntington	508 Dryden Park		
939	Main	814.0	US	Wisconsin	Madison	349 Autumn Leaf Lane		Apt 673
940	Main	815.0	US	Wisconsin	Madison	11 Sommers Avenue		
941	Main	816.0	US	Wisconsin	Madison	2224 Mayfield Trail		
942	Main	817.0	US	Wisconsin	Milwaukee	488 Melvin Crossing		
943	Secondary	818.0	US	North Dakota	Fargo	801 Bartelt Avenue		Suite 64
944	Main	818.0	US	Wisconsin	Green Bay	51 Heffernan Lane		Apt 631
945	Main	819.0	US	Wisconsin	Green Bay	60625 Talisman Terrace		Apt 394
946	Main	820.0	US	Wisconsin	Madison	97931 Scoville Court		
947	Main	821.0	US	Wyoming	Cheyenne	155 Becker Hill		Apt 1804
948	Main	822.0	US	Florida	Fort Myers	6996 Marcy Terrace		Room 981
949	Main	823.0	US	Wisconsin	Green Bay	440 Coolidge Crossing	9.0	
950	Main	824.0	US	Texas	Houston	2 Independence Avenue	20.0	
951	Secondary	825.0	US	Washington	Spokane	8 Ridgeview Drive		Apt 1117
952	Main	825.0	US	Michigan	Southfield	50845 Muir Pass		Room 1210
953	Main	826.0	US	Tennessee	Nashville	33212 Mayfield Center		Room 36
954	Main	827.0	US	District of Columbia	Washington	83 Helena Terrace		Suite 22
955	Main	828.0	US	Ohio	Toledo	73 Gateway Pass	3.0	
956	Main	829.0	US	Idaho	Boise	0 Canary Way	11.0	
957	Main	830.0	US	California	Sacramento	1093 Parkside Center		Suite 43
958	Secondary	831.0	US	Connecticut	Stamford	4188 Toban Crossing		Room 341
959	Main	831.0	US	Massachusetts	Watertown	7 Valley Edge Hill		Room 815
960	Main	832.0	US	Maryland	Baltimore	3 Vahlen Terrace		Suite 62
961	Main	833.0	US	Florida	Melbourne	013 Fremont Street	11.0	
962	Main	834.0	US	Maryland	Baltimore	6292 Sullivan Drive	14.0	
963	Secondary	835.0	US	District of Columbia	Washington	433 Jenifer Lane		Suite 57
964	Main	835.0	US	Kentucky	Louisville	2 Talmadge Street		Suite 43
965	Secondary	836.0	US	Illinois	Chicago	75122 Bunker Hill Trail	6.0	
966	Main	836.0	US	Florida	Miami	15020 Ludington Terrace		Suite 99
967	Main	837.0	US	Minnesota	Saint Paul	00 Sloan Hill		Room 648
968	Main	838.0	US	Washington	Seattle	2127 Katie Drive	19.0	
969	Main	839.0	US	Colorado	Pueblo	6968 Morrow Pass	7.0	
970	Secondary	840.0	US	Arizona	Gilbert	2 Maple Wood Street	12.0	
971	Main	840.0	US	Georgia	Athens	586 Express Way		Apt 1526
972	Main	841.0	US	New Jersey	Trenton	96 Meadow Ridge Alley		Apt 1423
973	Main	842.0	US	Oregon	Eugene	0 Transport Pass	15.0	
974	Main	843.0	US	New York	Rochester	63253 Garrison Point		Room 383
975	Main	844.0	US	Ohio	Cincinnati	2 Fairview Junction	13.0	
976	Main	845.0	US	Missouri	Lees Summit	987 Canary Park		Suite 52
977	Main	846.0	US	South Carolina	Anderson	2595 Ilene Crossing	6.0	
978	Main	847.0	US	Tennessee	Chattanooga	7960 Fairfield Way	2.0	
979	Main	848.0	US	Virginia	Chesapeake	25331 Oxford Terrace		Suite 77
980	Main	849.0	US	Montana	Bozeman	8 Cascade Pass		Suite 61
981	Main	850.0	US	Michigan	Dearborn	00874 Melody Street		Suite 14
982	Main	851.0	US	Kansas	Wichita	73690 Express Street		Suite 84
983	Main	852.0	US	Florida	Panama City	087 Village Green Way		Room 229
984	Main	853.0	US	Florida	Kissimmee	051 Banding Junction		Suite 48
985	Main	854.0	US	Ohio	Canton	7507 Myrtle Lane	13.0	
986	Main	855.0	US	West Virginia	Charleston	9476 Anniversary Hill		Suite 18
987	Main	856.0	US	Kentucky	Lexington	905 Goodland Avenue		Room 671
988	Main	857.0	US	District of Columbia	Washington	615 Claremont Drive		Apt 1576
989	Main	858.0	US	Texas	El Paso	603 International Crossing	14.0	
990	Main	859.0	US	New York	Brooklyn	52581 Michigan Hill	7.0	
991	Main	860.0	US	Florida	Jacksonville	8662 Amoth Parkway	18.0	
992	Main	861.0	US	Texas	El Paso	2 Schiller Terrace		Room 1781
993	Main	862.0	US	Texas	Lubbock	1425 Grover Way	3.0	
994	Main	863.0	US	Indiana	Crawfordsville	15164 Harper Drive		Room 575
995	Main	864.0	US	Texas	Houston	59 Luster Lane		Room 1692
996	Main	865.0	US	Florida	Saint Petersburg	512 Loomis Alley		Apt 1365
997	Main	866.0	US	Massachusetts	Boston	643 Troy Junction		Room 185
998	Main	867.0	US	California	Oxnard	531 Buell Avenue		Suite 94
999	Main	868.0	US	Pennsylvania	Pittsburgh	62685 Del Sol Hill	15.0	
1000	Secondary	869.0	US	Maryland	Frederick	7425 Dayton Junction		
1001	Main	869.0	US	Ohio	Youngstown	9 Dixon Junction		Suite 44
1002	Secondary	870.0	US	Tennessee	Knoxville	1 Holy Cross Street		Room 106
1003	Main	870.0	US	North Carolina	Winston Salem	63 Monica Pass		Room 647
1004	Secondary	871.0	US	Pennsylvania	Harrisburg	38 Cambridge Way		
1005	Main	871.0	US	Maryland	Silver Spring	1 Pankratz Drive		Room 1797
1006	Main	872.0	US	California	Concord	5 Butternut Center		Suite 79
1007	Main	873.0	US	Florida	Tampa	02 Kinsman Court		Suite 25
1008	Main	874.0	US	Florida	Pensacola	844 Oak Valley Crossing	12.0	
1009	Main	875.0	US	Missouri	Kansas City	24 Holy Cross Lane	6.0	
1010	Main	876.0	US	Texas	Longview	35537 Gateway Street	18.0	
1011	Main	877.0	US	Missouri	Saint Louis	2354 Fremont Junction		Suite 74
1012	Main	878.0	US	North Carolina	Wilmington	87943 Hazelcrest Park		Suite 88
1013	Main	879.0	US	Iowa	Des Moines	48 Lerdahl Plaza		Apt 151
1014	Main	880.0	US	Hawaii	Honolulu	0688 Pond Plaza		Suite 28
1015	Main	881.0	US	Louisiana	Shreveport	047 Fallview Pass		Suite 38
1016	Main	882.0	US	Florida	Daytona Beach	796 Rigney Crossing	1.0	
1017	Main	883.0	US	Montana	Bozeman	6926 Gerald Court		Suite 64
1018	Main	884.0	US	Texas	Corpus Christi	08841 Ruskin Trail		Room 12
1019	Secondary	885.0	US	Texas	El Paso	43 Corry Alley		Suite 71
1020	Main	885.0	US	California	Stockton	520 Glacier Hill Drive		Suite 52
1021	Secondary	886.0	US	Alabama	Birmingham	8934 Lukken Point	15.0	
1022	Main	886.0	US	Texas	Arlington	5 Lillian Way		Room 1700
1023	Main	887.0	US	South Dakota	Sioux Falls	582 Hansons Park		Room 67
1024	Main	888.0	US	Texas	Austin	204 Comanche Hill		Room 1889
1025	Main	889.0	US	Florida	Naples	6 8th Terrace	10.0	
1026	Main	890.0	US	Georgia	Atlanta	913 Hudson Center		Room 1805
1027	Main	891.0	US	Ohio	Cleveland	200 5th Lane		Suite 57
1028	Main	892.0	US	Florida	Gainesville	9963 Shasta Way	14.0	
1029	Main	893.0	US	Connecticut	Waterbury	80338 Village Green Lane	10.0	
1030	Main	894.0	US	New York	New York City	392 Emmet Plaza		Room 1357
1031	Main	895.0	US	Virginia	Richmond	9888 Canary Court	11.0	
1032	Main	896.0	US	Colorado	Littleton	4 Debs Avenue		Suite 85
1033	Main	897.0	US	Alabama	Birmingham	8 Granby Park		Room 737
1034	Main	898.0	US	Texas	Fort Worth	98628 Brown Parkway	2.0	
1035	Main	899.0	US	California	Sacramento	4085 Acker Park	10.0	
1036	Main	900.0	US	Texas	El Paso	8309 Redwing Park		Suite 77
1037	Main	901.0	US	Florida	Orlando	96123 Bay Way		Room 1219
1038	Main	902.0	US	New York	New York City	7253 Fisk Circle		Room 81
1039	Main	903.0	US	New Mexico	Santa Fe	4 Cordelia Alley	13.0	
1040	Main	904.0	US	Indiana	South Bend	27 Saint Paul Point		Apt 1407
1041	Main	905.0	US	Arizona	Scottsdale	8476 Clove Avenue		Apt 104
1042	Main	906.0	US	South Carolina	Charleston	02 Loftsgordon Plaza	18.0	
1043	Main	907.0	US	Alabama	Mobile	9 Di Loreto Way		Room 1904
1044	Secondary	908.0	US	Utah	Ogden	4 Melby Street	16.0	
1045	Main	908.0	US	Oklahoma	Oklahoma City	8842 Vera Court		Suite 96
1046	Main	909.0	US	California	Los Angeles	63 Tomscot Lane		Suite 58
1047	Main	910.0	US	California	San Jose	36 Orin Alley	2.0	
1048	Main	911.0	US	Arkansas	Hot Springs National Park	517 Del Mar Road		Suite 60
1049	Main	912.0	US	Kansas	Kansas City	93 Dottie Lane	16.0	
1050	Secondary	913.0	US	New York	Rochester	0018 Sullivan Hill		Room 1692
1051	Main	913.0	US	Washington	Tacoma	41 Steensland Hill		Room 18
1052	Main	914.0	US	Oregon	Portland	3125 Mifflin Plaza		Room 1669
1053	Main	915.0	US	Michigan	Detroit	1055 Gina Center		Apt 1317
1054	Main	916.0	US	Colorado	Littleton	773 Dexter Lane		Room 251
1055	Main	917.0	US	Florida	Miami	1 Pankratz Crossing		Apt 1032
1056	Main	918.0	US	Illinois	Chicago	305 Eagan Point		Suite 22
1057	Main	919.0	US	New York	New York City	4 Judy Park		Suite 1
1058	Main	920.0	US	Nevada	Las Vegas	3726 New Castle Park	9.0	
1059	Main	921.0	US	Texas	San Antonio	3626 Village Plaza	17.0	
1060	Main	922.0	US	Ohio	Canton	4 Dunning Street		Room 1765
1061	Main	923.0	US	Nebraska	Omaha	686 Prairieview Pass		Room 168
1062	Main	924.0	US	Mississippi	Jackson	6666 Hovde Drive		Apt 1609
1063	Main	925.0	US	New York	Brooklyn	82 Cascade Park		Apt 1166
1064	Main	926.0	US	Florida	Tallahassee	324 Mcbride Pass		Suite 5
1065	Main	927.0	US	Michigan	Saginaw	69795 Farmco Circle		Apt 1430
1066	Main	928.0	US	California	San Jose	3 Oak Valley Junction		Room 1930
1067	Main	929.0	US	Maryland	Silver Spring	6492 Summerview Lane		Suite 88
1068	Main	930.0	US	Missouri	Springfield	6 Mitchell Pass		Suite 71
1069	Main	931.0	US	Texas	Abilene	9 Westport Alley	1.0	
1070	Main	932.0	US	Kentucky	Lexington	4177 Logan Plaza	13.0	
1071	Main	933.0	US	West Virginia	Huntington	40506 Pierstorff Lane	5.0	
1072	Secondary	934.0	US	Tennessee	Knoxville	61 Schmedeman Plaza		
1073	Main	934.0	US	Tennessee	Knoxville	931 Cascade Terrace		Room 318
1074	Main	935.0	US	Oklahoma	Tulsa	0365 Florence Terrace		Apt 1044
1075	Main	936.0	US	Pennsylvania	Philadelphia	81441 Stephen Plaza		Suite 88
1076	Secondary	937.0	US	Texas	Austin	42605 Oakridge Place	8.0	
1077	Main	937.0	US	California	Riverside	782 Leroy Place		Room 1550
1078	Secondary	938.0	US	California	Santa Ana	0588 West Pass		Apt 1602
1079	Main	938.0	US	Florida	Gainesville	2 Corben Crossing		Apt 1145
1080	Main	939.0	US	Alaska	Anchorage	88 Summerview Trail		Suite 78
1081	Main	940.0	US	Ohio	Dayton	540 Pepper Wood Terrace		Apt 1505
1082	Main	941.0	US	Florida	Naples	4 Jenna Way	7.0	
1083	Main	942.0	US	Minnesota	Duluth	6512 Kipling Drive		Apt 1540
1084	Main	943.0	US	Arizona	Tucson	0 Arapahoe Crossing	13.0	
1085	Main	944.0	US	California	Fullerton	55838 Granby Crossing		Apt 1014
1086	Secondary	945.0	US	Texas	Amarillo	962 Basil Junction		
1087	Main	945.0	US	Florida	Saint Petersburg	470 Lien Avenue		Suite 94
1088	Main	946.0	US	Oklahoma	Oklahoma City	417 Hagan Court		Room 328
1089	Main	947.0	US	California	Hayward	29 Johnson Alley		Suite 98
1090	Main	948.0	US	Michigan	Grand Rapids	11 Pawling Junction	3.0	
1091	Main	949.0	US	Maryland	Baltimore	234 Sachtjen Junction		Suite 61
1092	Secondary	950.0	US	Texas	Fort Worth	4 Pierstorff Circle	18.0	
1093	Main	950.0	US	Kentucky	Louisville	8 Grasskamp Plaza	1.0	
1094	Secondary	951.0	US	Texas	El Paso	64861 Messerschmidt Street		
1095	Main	951.0	US	North Carolina	Charlotte	37 Homewood Drive		Apt 1164
1096	Main	952.0	US	Missouri	Saint Louis	2089 Maple Wood Street		Suite 63
1097	Main	953.0	US	Pennsylvania	Pittsburgh	2187 Del Mar Avenue		Room 951
1098	Main	954.0	US	New York	Yonkers	44095 Cascade Circle		Apt 1099
1099	Main	955.0	US	California	Northridge	3081 Golf Hill	18.0	
1100	Main	956.0	US	Virginia	Manassas	22 Merry Junction		Suite 1
1101	Main	957.0	US	Texas	Houston	0187 Golf Pass	17.0	
1102	Main	958.0	US	Ohio	Columbus	1 Cambridge Park		Suite 49
1103	Main	959.0	US	California	Fresno	66 Carey Pass		Room 1970
1104	Main	960.0	US	Oregon	Portland	3 Springs Road	20.0	
1105	Secondary	961.0	US	Alabama	Birmingham	0522 Heath Alley	6.0	
1106	Main	961.0	US	California	Van Nuys	179 Buhler Court		Suite 15
1107	Main	962.0	US	Virginia	Roanoke	39 Emmet Plaza	20.0	
1108	Main	963.0	US	California	Pasadena	9 Anzinger Place		Suite 82
1109	Main	964.0	US	California	Sacramento	723 Calypso Point	8.0	
1110	Main	965.0	US	Nevada	North Las Vegas	27 Rutledge Way	5.0	
1111	Main	966.0	US	Ohio	Columbus	82 Logan Alley	17.0	
1112	Main	967.0	US	Texas	El Paso	2121 Memorial Center		Suite 11
1113	Main	968.0	US	Iowa	Des Moines	57248 Clarendon Place		Suite 41
1114	Main	969.0	US	North Carolina	Charlotte	0 Scofield Avenue		Room 1503
1115	Main	970.0	US	Mississippi	Gulfport	6 Linden Terrace		Room 465
1116	Main	971.0	US	Florida	Homestead	995 Kennedy Place	4.0	
1117	Main	972.0	US	Oklahoma	Oklahoma City	5159 Forster Court		Suite 91
1118	Main	973.0	US	California	Orange	78 Surrey Court	2.0	
1119	Main	974.0	US	Hawaii	Honolulu	62680 Charing Cross Way		Room 1668
1120	Main	975.0	US	Missouri	Kansas City	23 Thompson Crossing	11.0	
1121	Main	976.0	US	Illinois	Chicago	50 Roxbury Parkway	9.0	
1122	Main	977.0	US	Tennessee	Nashville	7561 Hudson Junction		Room 718
